Agency / Banca,ASM Emp Code,ASM Name,City,Date of Birth,Date of Joning,Designation,Emp Code,Employee Status,Function,Last Working Date,Name,RHR,RSM Emp Code,RSM Name,RTM,State,Zone
Banca,50, Caroline,Hyderabad,1977-09-01 00:00:00,2010-02-26 00:00:00,SM - Banca,243,Active,Sales,, Mackenzie,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Karimnagar,1972-10-29 00:00:00,2014-11-12 00:00:00,SM - Banca,247,Active,Sales,, Mandy,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Karimnagar,1982-01-17 00:00:00,2017-08-10 00:00:00,SM - Banca,327,Exited,Sales,2024-04-20 00:00:00, Scott,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Khammam,1987-06-03 00:00:00,2017-12-29 00:00:00,SM - Banca,246,Active,Sales,, Malcolm,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Nizamabad,1962-04-12 00:00:00,2017-09-21 00:00:00,SM - Banca,245,Active,Sales,, Maggie,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,50, Caroline,Warangal,1973-11-18 00:00:00,2023-11-09 00:00:00,SM - Banca,244,Active,Sales,, Madison,Joseph,11, Alexis,Varsha,Telengana,South 5
Banca,51, Carolyn,All,1969-12-04 00:00:00,2014-07-02 00:00:00,ASM - Banca,51,Active,Sales,, Carolyn,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Chikkamagaluru,1964-05-06 00:00:00,2010-12-15 00:00:00,SM - Banca,250,Active,Sales,, Maria,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Chitradurga,1978-10-19 00:00:00,2006-10-17 00:00:00,SM - Banca,330,Exited,Sales,2024-04-23 00:00:00, Shannon,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Chitradurga,1981-09-29 00:00:00,2016-11-15 00:00:00,SM - Banca,253,Active,Sales,, Mark,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Davangere,1977-05-29 00:00:00,2012-08-07 00:00:00,SM - Banca,329,Exited,Sales,2024-02-05 00:00:00, Seth,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,51, Carolyn,Davangere,1978-04-01 00:00:00,2021-09-17 00:00:00,SM - Banca,249,Active,Sales,, Margaret,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,51, Carolyn,Hassan,1969-02-28 00:00:00,2016-02-15 00:00:00,SM - Banca,251,Active,Sales,, Marie,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Haveri,1988-04-15 00:00:00,2022-11-02 00:00:00,SM - Banca,254,Active,Sales,, Marlene,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Mandya,1975-05-10 00:00:00,2005-09-09 00:00:00,SM - Banca,252,Active,Sales,, Marilyn,Joseph,11, Alexis,Varsha,Karnataka Rural,South 6
Banca,51, Carolyn,Shimoga,1960-08-20 00:00:00,2023-06-22 00:00:00,SM - Banca,328,Exited,Sales,2024-01-26 00:00:00, Sean,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,51, Carolyn,Shimoga,1966-05-03 00:00:00,2022-12-24 00:00:00,SM - Banca,248,Active,Sales,, Marcus,Joseph,11, Alexis,Varsha,Karnataka Urban,South 6
Banca,255, Martha,All,1964-02-20 00:00:00,2022-12-01 00:00:00,RSM - Banca,255,Exited,Sales,2024-02-02 00:00:00, Martha,Ankit,3, Abigail,Priya,All,North
